adm0_name,adm1_id,adm1_name,date,cum_confirmed_cases,cum_confirmed_cases_imputed,population,cum_hospitalized,event_cancel,event_cancel_popwt,home_isolation,home_isolation_popwt,no_gathering_popwt,no_gathering_inside,no_gathering_inside_popwt,social_distance,social_distance_popwt,social_distance_opt,business_closure,no_gathering,testing_regime,no_gathering_size,school_closure,school_closure_popwt
"FRA",93,"Paca",2020-03-24,1595,1595,5055651,1112,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",93,"Paca",2020-03-25,1927,1927,5055651,1251,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",93,"Paca",2020-03-26,,,5055651,1403,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",93,"Paca",2020-03-27,,,5055651,1607,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",93,"Paca",2020-03-28,,,5055651,1789,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",93,"Paca",2020-03-29,,,5055651,1941,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",93,"Paca",2020-03-30,,,5055651,2108,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",93,"Paca",2020-03-31,,,5055651,2244,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",93,"Paca",2020-04-01,,,5055651,2383,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",93,"Paca",2020-04-02,,,5055651,2513,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",93,"Paca",2020-04-03,,,5055651,2662,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",93,"Paca",2020-04-04,,,5055651,2764,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",93,"Paca",2020-04-05,,,5055651,2859,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",93,"Paca",2020-04-06,,,5055651,2968,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-02-15,0,0,344679,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",94,"Corse",2020-02-16,0,0,344679,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",94,"Corse",2020-02-17,0,0,344679,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",94,"Corse",2020-02-18,0,0,344679,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",94,"Corse",2020-02-19,0,0,344679,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",94,"Corse",2020-02-20,0,0,344679,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",94,"Corse",2020-02-21,0,0,344679,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",94,"Corse",2020-02-22,0,0,344679,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",94,"Corse",2020-02-23,0,0,344679,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",94,"Corse",2020-02-24,0,0,344679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",94,"Corse",2020-02-25,0,0,344679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",94,"Corse",2020-02-26,0,0,344679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",94,"Corse",2020-02-27,0,0,344679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",94,"Corse",2020-02-28,0,0,344679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
"FRA",94,"Corse",2020-02-29,,0,344679,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",94,"Corse",2020-03-01,,0,344679,3,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",94,"Corse",2020-03-02,0,0,344679,7,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",94,"Corse",2020-03-03,0,0,344679,17,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",94,"Corse",2020-03-04,0,0,344679,24,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",94,"Corse",2020-03-05,3,3,344679,31,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",94,"Corse",2020-03-06,3,3,344679,58,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",94,"Corse",2020-03-07,5,5,344679,79,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
"FRA",94,"Corse",2020-03-08,5,5,344679,94,1,.4712239504,0,0,0,1,.4712239504,0,0,0,0,1,0,1000,1,.471224
"FRA",94,"Corse",2020-03-09,28,28,344679,107,1,.4712239504,0,0,0,1,.4712239504,0,0,0,0,1,0,1000,1,.471224
"FRA",94,"Corse",2020-03-10,42,42,344679,121,1,.4712239504,0,0,0,1,.4712239504,0,0,0,0,1,0,1000,1,.471224
"FRA",94,"Corse",2020-03-11,51,51,344679,140,1,.4712239504,0,0,0,1,.4712239504,.5,.5,0,0,1,0,1000,1,.471224
"FRA",94,"Corse",2020-03-12,64,64,344679,166,1,.4712239504,0,0,0,1,.4712239504,.5,.5,0,0,1,0,1000,1,.471224
"FRA",94,"Corse",2020-03-13,85,85,344679,204,1,.4712239504,0,0,0,1,.4712239504,.5,.5,0,0,1,0,100,1,.471224
"FRA",94,"Corse",2020-03-14,106,106,344679,224,1,.4712239504,0,0,0,1,.4712239504,.5,.5,0,0,1,0,100,1,.471224
"FRA",94,"Corse",2020-03-15,115,115,344679,259,1,.4712239504,0,0,0,1,.4712239504,.5,.5,0,1,1,1,100,1,.471224
"FRA",94,"Corse",2020-03-16,126,126,344679,294,1,.4712239504,0,0,0,1,.4712239504,.5,.5,0,1,1,1,100,1,1
"FRA",94,"Corse",2020-03-17,145,145,344679,327,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-03-18,152,152,344679,354,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-03-19,162,162,344679,393,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-03-20,168,168,344679,432,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-03-21,173,173,344679,456,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-03-22,183,183,344679,496,1,1,.33000001,.3300000131,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-03-23,194,194,344679,587,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-03-24,217,217,344679,682,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-03-25,225,225,344679,729,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-03-26,,,344679,796,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-03-27,,,344679,864,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-03-28,,,344679,905,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-03-29,,,344679,949,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-03-30,,,344679,1002,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-03-31,,,344679,1042,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-04-01,,,344679,1089,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-04-02,,,344679,1132,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-04-03,,,344679,1160,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-04-04,,,344679,1165,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-04-05,,,344679,1179,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
"FRA",94,"Corse",2020-04-06,,,344679,1199,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1
